clave,valor,subcategoria,uso,grupo,grupo_nombre,tipo_de_regla
"shop","veterinary","veterinaria","Veterinaria","salud","Salud y emergencias","etiqueta OSM"
"amenity","veterinary_pharmacy","veterinaria","Veterinaria","salud","Salud y emergencias","etiqueta OSM"
"amenity","bicycle_rental","bici_publica","Bicicleta pública","servicios","Servicios e infraestructura","etiqueta OSM"
"building","carport","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"building","container","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"building","garage","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"landuse","garages","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"building","garages","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"building","roof","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"building","service","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"building","shed","edificacion_menor","Edificación de servicio","servicios","Servicios e infraestructura","etiqueta OSM"
"name","capilla de velaci","funerario","Servicio funerario","servicios","Servicios e infraestructura","palabra en el nombre"
"landuse","cemetery","funerario","Servicio funerario","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","crematorium","funerario","Servicio funerario","servicios","Servicios e infraestructura","etiqueta OSM"
"shop","funeral_directors","funerario","Servicio funerario","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","funeral_hall","funerario","Servicio funerario","servicios","Servicios e infraestructura","etiqueta OSM"
"name","funerales","funerario","Servicio funerario","servicios","Servicios e infraestructura","palabra en el nombre"
"name","funeraria","funerario","Servicio funerario","servicios","Servicios e infraestructura","palabra en el nombre"
"amenity","grave_yard","funerario","Servicio funerario","servicios","Servicios e infraestructura","etiqueta OSM"
"name","jardine de paz","funerario","Servicio funerario","servicios","Servicios e infraestructura","palabra en el nombre"
"name","jardine de recuerdo","funerario","Servicio funerario","servicios","Servicios e infraestructura","palabra en el nombre"
"building","bunker","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"landuse","landfill","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"landuse","port","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"landuse","railway","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","recycling","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"building","silo","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"building","storage_tank","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","waste_disposal","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","waste_transfer_station","infra_servicios","Infraestructura","servicios","Servicios e infraestructura","etiqueta OSM"
"office","courier","mensajeria","Mensajería / Correo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","post_box","mensajeria","Mensajería / Correo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","post_depot","mensajeria","Mensajería / Correo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","bbq","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","bench","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","bicycle_repair_station","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","clock","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","compressed_air","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","device_charging_station","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","drinking_water","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","fountain","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","give_box","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","hunting_stand","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"tourism","information","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","kitchen","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","lounger","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","luggage_locker","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","parking_entrance","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","photo_booth","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","public_bookcase","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","sanitary_dump_station","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","shelter","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","shower","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","smoking_area","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","stage","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","telephone","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"building","tent","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","toilets","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"building","toilets","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","trolley_bay","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","vacuum_cleaner","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","vending_machine","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","waste_basket","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","water_point","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","watering_place","mobiliario","Mobiliario urbano","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","bus_station","parada_bus","Parada de transporte","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","ferry_terminal","parada_bus","Parada de transporte","servicios","Servicios e infraestructura","etiqueta OSM"
"building","train_station","parada_bus","Parada de transporte","servicios","Servicios e infraestructura","etiqueta OSM"
"building","transportation","parada_bus","Parada de transporte","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","bicycle_parking","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","car_rental","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","car_sharing","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"name","estacionamiento","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","palabra en el nombre"
"amenity","motorcycle_parking","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","motorcycle_rental","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","parking","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"amenity","parking_space","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"name","parqueadero","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","palabra en el nombre"
"name","parqueo","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","palabra en el nombre"
"amenity","taxi","transporte","Transporte / Parqueo","servicios","Servicios e infraestructura","etiqueta OSM"
"name","asentamiento","asentamiento","Asentamiento / poblado","vivienda","Vivienda y ocio","palabra en el nombre"
"name","cabildo","asentamiento","Asentamiento / poblado","vivienda","Vivienda y ocio","palabra en el nombre"
"name","comunidad indigena","asentamiento","Asentamiento / poblado","vivienda","Vivienda y ocio","palabra en el nombre"
"amenity","refugee_site","asentamiento","Asentamiento / poblado","vivienda","Vivienda y ocio","etiqueta OSM"
"name","resguardo","asentamiento","Asentamiento / poblado","vivienda","Vivienda y ocio","palabra en el nombre"
"leisure","adult_gaming_centre","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","amusement_arcade","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","bar","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","biergarten","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","brothel","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","casino","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","gambling","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","nightclub","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","pub","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","stripclub","bar_ocio","Bar / Ocio nocturno","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","athletics","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","badminton","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","baseball","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","basketball","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","billiards","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","bowls","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","chess","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","climbing","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","cycling","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","dance","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","driving_range","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","equestrian","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","football","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","futsal","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","golf","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","golf_course","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","handball","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","horse_riding","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","multi","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","padel","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"building","pavilion","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","pitch","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","racquet","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"building","riding_hall","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","rugby","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","running","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","skateboard","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","soccer","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","sports_centre","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"building","sports_centre","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","sports_hall","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"building","sports_hall","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","stadium","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"building","stadium","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","swimming","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","swimming_area","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","swimming_pool","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","table_tennis","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","tennis","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","track","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","volleyball","deportivo","Escenario deportivo","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","athletic","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"sport","bodybuilding","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","bodytech","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"sport","boxing","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","crossfit","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","crossfit","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"amenity","dojo","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","energy fitness","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"sport","fitness","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","fitness 24","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"leisure","fitness_centre","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","fitness_station","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","gimnasi! campestre","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","gimnasi! dels","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","gimnasi! des","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","gimnasi! femenino","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","gimnasi! loss","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","gimnasi! moderno","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","golds gym","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"amenity","gym","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","gym","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","hard body","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"sport","judo","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","karate","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","martial_arts","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","pilates","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","smart fit","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","smartfit","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","spinning center","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"name/brand","stark gym","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"sport","taekwondo","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"sport","weightlifting","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"name/brand","world gym","gimnasio","Gimnasio","vivienda","Vivienda y ocio","marca reconocida"
"sport","yoga","gimnasio","Gimnasio","vivienda","Vivienda y ocio","etiqueta OSM"
"tourism","aquarium","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","bandstand","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","beach_resort","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","bleachers","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","bowling_alley","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","dance","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","escape_game","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","firepit","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","fishing","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","hackerspace","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","marina","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","miniature_golf","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","outdoor_seating","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","picnic_table","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","public_bath","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","resort","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"amenity","sauna","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","sauna","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","slipway","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"tourism","theme_park","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","trampoline_park","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","water_park","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"tourism","yes","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"tourism","zoo","ocio_generico","Ocio / Recreación","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","dog_park","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","garden","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"landuse","grass","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","park","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"tourism","picnic_site","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","playground","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"landuse","recreation_ground","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"tourism","viewpoint","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"landuse","village_green","parque","Parque / Zona verde","vivienda","Vivienda y ocio","etiqueta OSM"
"leisure","common","plaza","Plaza / Espacio público","vivienda","Vivienda y ocio","etiqueta OSM"
"building","apartments","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","bungalow","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","cabin","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","detached","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","dormitory","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","house","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","hut","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"landuse","residential","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","residential","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","semidetached_house","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","static_caravan","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
"building","terrace","residencial","Vivienda","vivienda","Vivienda y ocio","etiqueta OSM"
